i,identity,drop_stage,drop_detail,gt_text,plate_entry,ocr_raw,n_faces_entry,entry_rid_code,n_faces_exit,rid,matched_rid,match_sim,plate_img,probe_img
409,Hal_Sutton,,,62A05772,62A-05772,62A05772,1,19878,1,19878,19878,0.6147557497024536,yolo_plate_ocr_data/images/val/3CarLongPlate231.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Hal_Sutton/Hal_Sutton_0001.jpg
410,Mariana_Pollack,,,59H167791,59H1-67791,59H167791,1,19879,1,19879,19879,0.8725549578666687,yolo_plate_ocr_data/images/val/11xemay679.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Mariana_Pollack/Mariana_Pollack_0001.jpg
411,George_Papandreou,,,59H154986,59H1-54986,59H154986,1,19880,1,19880,19880,0.7580347061157227,yolo_plate_ocr_data/images/val/6xemay10.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/George_Papandreou/George_Papandreou_0001.jpg
412,Christine_Gregoire,,,59N101425,59M1-01425,59M101425,1,19881,1,19881,19881,0.6208317279815674,yolo_plate_ocr_data/images/val/2xemay2461.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Christine_Gregoire/Christine_Gregoire_0004.jpg
413,Catherine_Deneuve,,,49E115383,49E1-15383,49E115383,1,19882,1,19882,19882,0.7039607167243958,yolo_plate_ocr_data/images/val/8xemay752.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Catherine_Deneuve/Catherine_Deneuve_0005.jpg
414,Cruz_Bustamante,,,51A69172,51A-69172,51A69172,1,19883,1,19883,19883,0.5162084102630615,yolo_plate_ocr_data/images/val/3CarLongPlate593.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Cruz_Bustamante/Cruz_Bustamante_0005.jpg
415,Dick_Vermeil,,,62K117929,62K1-17929,62K117929,1,19884,1,19884,19884,0.4067736864089966,yolo_plate_ocr_data/images/val/4xemay2353.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Dick_Vermeil/Dick_Vermeil_0002.jpg
416,Nasser_al-Kidwa,,,70EA00557,70EA-00657,70EA00657,1,19885,1,19885,19885,0.6367283463478088,yolo_plate_ocr_data/images/val/2xemay2064.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Nasser_al-Kidwa/Nasser_al-Kidwa_0001.jpg
417,Carlos_Ruiz,,,59C153993,59C1-53993,59C153993,1,19886,1,19886,19886,0.32881683111190796,yolo_plate_ocr_data/images/val/2xemay2272.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Carlos_Ruiz/Carlos_Ruiz_0001.jpg
418,William_Ford_Jr,,,66K120670,66K1-20670,66K120670,1,19887,1,19887,19887,0.6989890336990356,yolo_plate_ocr_data/images/val/2xemay2191.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/William_Ford_Jr/William_Ford_Jr_0005.jpg
419,Tom_Coverdale,,,51G51332,51G-51332,51G51332,1,19888,1,19888,19888,0.4594291150569916,yolo_plate_ocr_data/images/val/3CarLongPlate475.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Tom_Coverdale/Tom_Coverdale_0002.jpg
420,John_Reilly,,,50LD04411,50LD-04411,50LD04411,1,19889,1,19889,19889,0.7062579393386841,yolo_plate_ocr_data/images/val/3CarLongPlate331.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/John_Reilly/John_Reilly_0001.jpg
421,Sheila_Fraser,,,59S232928,59S2-32928,59S232928,1,19890,1,19890,19890,0.7276891469955444,yolo_plate_ocr_data/images/val/3xemay2292.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Sheila_Fraser/Sheila_Fraser_0001.jpg
422,Iban_Mayo,,,51F31118,51F-31118,51F31118,1,19891,1,19891,19891,0.4421488642692566,yolo_plate_ocr_data/images/val/3CarLongPlate511.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Iban_Mayo/Iban_Mayo_0002.jpg
423,Steve_Park,,,51F24403,51F-24403,51F24403,1,19892,1,19892,19892,0.692497968673706,yolo_plate_ocr_data/images/val/3CarLongPlate641.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Steve_Park/Steve_Park_0001.jpg
424,Barbra_Streisand,,,59T111692,59T1-11692,59T111692,1,19893,1,19893,19893,0.5418328642845154,yolo_plate_ocr_data/images/val/3xemay1398.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Barbra_Streisand/Barbra_Streisand_0001.jpg
425,Holly_Hunter,,,59B100002,59B1-00002,59B100002,1,19894,1,19894,19894,0.5191762447357178,yolo_plate_ocr_data/images/val/7xemay1820.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Holly_Hunter/Holly_Hunter_0006.jpg
426,Beth_Jones,,,62V16814,62V-16814,62V16814,1,19895,1,19895,19895,0.41891396045684814,yolo_plate_ocr_data/images/val/2xemay55.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Beth_Jones/Beth_Jones_0002.jpg
427,William_Bulger,,,67E105420,67E1-05420,67E105420,1,19896,1,19896,19896,0.6162933111190796,yolo_plate_ocr_data/images/val/3xemay2286.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/William_Bulger/William_Bulger_0002.jpg
428,Warren_Beatty,,,59Y144665,59Y1-44665,59Y144665,1,19897,1,19897,19897,0.6735502481460571,yolo_plate_ocr_data/images/val/5xemay1827.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Warren_Beatty/Warren_Beatty_0001.jpg
429,Paul_Bremer,,,59T155500,59T1-55500,59T155500,1,19898,1,19898,19898,0.49722886085510254,yolo_plate_ocr_data/images/val/4xemay2000.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Paul_Bremer/Paul_Bremer_0014.jpg
430,David_Wolf,,,59C142818,59C1-42818,59C142818,1,19899,1,19899,19899,0.49265754222869873,yolo_plate_ocr_data/images/val/5xemay2106.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/David_Wolf/David_Wolf_0002.jpg
431,Alexander_Losyukov,,,59D100444,59D1-00444,59D100444,1,19900,1,19900,19900,0.48212963342666626,yolo_plate_ocr_data/images/val/1xemay1545.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Alexander_Losyukov/Alexander_Losyukov_0003.jpg
432,Clare_Short,,,60A35981,60A-35981,60A35981,1,19901,1,19901,19901,0.6226985454559326,yolo_plate_ocr_data/images/val/6CarLongPlate732.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Clare_Short/Clare_Short_0003.jpg
433,Prince_Willem-Alexander,,,54X95114,54X-95114,54X95114,1,19902,1,19902,19902,0.5878394842147827,yolo_plate_ocr_data/images/val/5xemay394.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Prince_Willem-Alexander/Prince_Willem-Alexander_0002.jpg
434,George_Foreman,,,59C167071,59C1-67071,59C167071,1,19903,1,19903,19903,0.6286367177963257,yolo_plate_ocr_data/images/val/9xemay953.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/George_Foreman/George_Foreman_0001.jpg
435,Jay_Garner,,,59C221098,59C2-21098,59C221098,1,19904,1,19904,19904,0.5383594036102295,yolo_plate_ocr_data/images/val/3xemay119.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jay_Garner/Jay_Garner_0006.jpg
436,William_Hochul,,,16M90826,16M-90826,16M90826,1,19905,1,19905,19905,0.6511803865432739,yolo_plate_ocr_data/images/val/2xemay2426.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/William_Hochul/William_Hochul_0001.jpg
437,Ai_Sugiyama,,,59L145900,59L1-45900,59L145900,1,19906,1,19906,19906,0.6076020002365112,yolo_plate_ocr_data/images/val/6xemay681.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Ai_Sugiyama/Ai_Sugiyama_0005.jpg
438,Diana_Munz,,,59E119283,59E1-19283,59E119283,1,19907,1,19907,19907,0.5894811153411865,yolo_plate_ocr_data/images/val/4xemay2252.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Diana_Munz/Diana_Munz_0001.jpg
439,William_Martin,,,51K61392,51K-61392,51K61392,1,19908,1,19908,19908,0.6505293250083923,yolo_plate_ocr_data/images/val/2xemay2276.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/William_Martin/William_Martin_0002.jpg
440,Yao_Ming,,,59U156141,59U-16141,59U16141,1,19909,1,19909,19909,0.6790719032287598,yolo_plate_ocr_data/images/val/6xemay227.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Yao_Ming/Yao_Ming_0001.jpg
441,Jolanta_Kwasniewski,,,59T162133,59T1-62133,59T162133,1,19910,1,19910,19910,0.5056983232498169,yolo_plate_ocr_data/images/val/2xemay2048.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jolanta_Kwasniewski/Jolanta_Kwasniewski_0001.jpg
442,Azra_Akin,,,59S218904,59S2-18904,59S218904,1,19911,1,19911,19911,0.8151009678840637,yolo_plate_ocr_data/images/val/11xemay308.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Azra_Akin/Azra_Akin_0003.jpg
443,Claudia_Pechstein,,,84L131408,84L1-31408,84L131408,1,19912,1,19912,19912,0.3774879574775696,yolo_plate_ocr_data/images/val/2xemay1203.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Claudia_Pechstein/Claudia_Pechstein_0002.jpg
444,Vidar_Helgesen,,,69U120415,69U1-20415,69U120415,1,19913,1,19913,19913,0.4924922585487366,yolo_plate_ocr_data/images/val/4xemay2182.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Vidar_Helgesen/Vidar_Helgesen_0001.jpg
445,Samuel_Waksal,,,51G39466,51G-39466,51G39466,1,19914,1,19914,19914,0.6618776321411133,yolo_plate_ocr_data/images/val/4CarLongPlate435.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Samuel_Waksal/Samuel_Waksal_0004.jpg
446,Sarah_Hughes,,,51F79512,51F-79512,51F79512,1,19915,1,19915,19915,0.5161967873573303,yolo_plate_ocr_data/images/val/3CarLongPlate401.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Sarah_Hughes/Sarah_Hughes_0003.jpg
447,Mike_Brey,,,51F24403,51F-24403,51F24403,1,19916,1,19916,19916,0.6110095977783203,yolo_plate_ocr_data/images/val/3CarLongPlate471.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Mike_Brey/Mike_Brey_0001.jpg
448,Martin_McCauley,,,54S24522,54S-24522,54S24522,1,19917,1,19917,19917,0.6947852373123169,yolo_plate_ocr_data/images/val/2xemay62.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Martin_McCauley/Martin_McCauley_0001.jpg
449,Jose_Manuel_Durao_Barroso,,,59K162404,59K1-62404,59K162404,1,19918,1,19918,19918,0.6575639247894287,yolo_plate_ocr_data/images/val/6xemay446.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jose_Manuel_Durao_Barroso/Jose_Manuel_Durao_Barroso_0004.jpg
